Product Id,Variant Id,Handle,Title,Body (Html),Vendor,Type,Tags,Published,Option Fulfill Value,Custom Option,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Sku,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / Mpn,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,Seo Title,Seo Description,Google Shopping / Adwords Grouping,Google Shopping / Adwords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost Per Item,Available On Listing Pages,Available On Sitemap Files,Template,Shipping Profile Name,Variant Tag,Facebook Pixel Id,Facebook Access Token,Product Stock Status,Shipping Fee,Base Cost Variant
'1000000497164529','1000011308744781',pjs-stbk-td-2811td3,,,,,,,,,,M,,L,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050705,,,,0,0
'1000000497164529','1000011308744782',pjs-stbk-td-2811td3,,,,,,,,,,M,,XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050706,,,,0,0
'1000000497164529','1000011308744783',pjs-stbk-td-2811td3,,,,,,,,,,M,,2XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050707,,,,0,0
'1000000497164529','1000011308744784',pjs-stbk-td-2811td3,,,,,,,,,,M,,3XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050708,,,,0,0
'1000000497164529','1000011308744785',pjs-stbk-td-2811td3,,,,,,,,,,M,,4XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050709,,,,0,0
'1000000497164529','1000011308744786',pjs-stbk-td-2811td3,,,,,,,,,,M,,5XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050710,,,,0,0
'1000000497164529','1000011308744787',pjs-stbk-td-2811td3,,,,,,,,,,L,,S,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050711,,,,0,0
'1000000497164529','1000011308744788',pjs-stbk-td-2811td3,,,,,,,,,,L,,M,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050712,,,,0,0
'1000000497164529','1000011308744789',pjs-stbk-td-2811td3,,,,,,,,,,L,,L,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050713,,,,0,0
'1000000497164529','1000011308744790',pjs-stbk-td-2811td3,,,,,,,,,,L,,XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050714,,,,0,0
'1000000497164529','1000011308744791',pjs-stbk-td-2811td3,,,,,,,,,,L,,2XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050715,,,,0,0
'1000000497164529','1000011308744792',pjs-stbk-td-2811td3,,,,,,,,,,L,,3XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050716,,,,0,0
'1000000497164529','1000011308744793',pjs-stbk-td-2811td3,,,,,,,,,,L,,4XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050717,,,,0,0
'1000000497164529','1000011308744794',pjs-stbk-td-2811td3,,,,,,,,,,L,,5XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050718,,,,0,0
'1000000497164529','1000011308744795',pjs-stbk-td-2811td3,,,,,,,,,,XL,,S,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050719,,,,0,0
'1000000497164529','1000011308744796',pjs-stbk-td-2811td3,,,,,,,,,,XL,,M,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050720,,,,0,0
'1000000497164529','1000011308744797',pjs-stbk-td-2811td3,,,,,,,,,,XL,,L,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050721,,,,0,0
'1000000497164529','1000011308744798',pjs-stbk-td-2811td3,,,,,,,,,,XL,,XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050722,,,,0,0
'1000000497164529','1000011308744799',pjs-stbk-td-2811td3,,,,,,,,,,XL,,2XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050723,,,,0,0
'1000000497164529','1000011308744800',pjs-stbk-td-2811td3,,,,,,,,,,XL,,3XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050724,,,,0,0
'1000000497164529','1000011308744801',pjs-stbk-td-2811td3,,,,,,,,,,XL,,4XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050725,,,,0,0
'1000000497164529','1000011308744802',pjs-stbk-td-2811td3,,,,,,,,,,XL,,5XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050726,,,,0,0
'1000000497164529','1000011308744803',pjs-stbk-td-2811td3,,,,,,,,,,2XL,,S,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050727,,,,0,0
'1000000497164529','1000011308744804',pjs-stbk-td-2811td3,,,,,,,,,,2XL,,M,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050728,,,,0,0
'1000000497164529','1000011308744805',pjs-stbk-td-2811td3,,,,,,,,,,2XL,,L,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050729,,,,0,0
'1000000497164529','1000011308744806',pjs-stbk-td-2811td3,,,,,,,,,,2XL,,XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050730,,,,0,0
'1000000497164529','1000011308744807',pjs-stbk-td-2811td3,,,,,,,,,,2XL,,2XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050731,,,,0,0
'1000000497164529','1000011308744808',pjs-stbk-td-2811td3,,,,,,,,,,2XL,,3XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050732,,,,0,0
'1000000497164529','1000011308744809',pjs-stbk-td-2811td3,,,,,,,,,,2XL,,4XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050733,,,,0,0
'1000000497164529','1000011308744810',pjs-stbk-td-2811td3,,,,,,,,,,2XL,,5XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050734,,,,0,0
'1000000497164529','1000011308744811',pjs-stbk-td-2811td3,,,,,,,,,,3XL,,S,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050735,,,,0,0
'1000000497164529','1000011308744812',pjs-stbk-td-2811td3,,,,,,,,,,3XL,,M,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050736,,,,0,0
'1000000497164529','1000011308744813',pjs-stbk-td-2811td3,,,,,,,,,,3XL,,L,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050737,,,,0,0
'1000000497164529','1000011308744814',pjs-stbk-td-2811td3,,,,,,,,,,3XL,,XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050738,,,,0,0
'1000000497164529','1000011308744815',pjs-stbk-td-2811td3,,,,,,,,,,3XL,,2XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050739,,,,0,0
'1000000497164529','1000011308744816',pjs-stbk-td-2811td3,,,,,,,,,,3XL,,3XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050740,,,,0,0
'1000000497164529','1000011308744817',pjs-stbk-td-2811td3,,,,,,,,,,3XL,,4XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050741,,,,0,0
'1000000497164529','1000011308744818',pjs-stbk-td-2811td3,,,,,,,,,,3XL,,5XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050742,,,,0,0
'1000000497164529','1000011308744819',pjs-stbk-td-2811td3,,,,,,,,,,4XL,,S,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050743,,,,0,0
'1000000497164529','1000011308744820',pjs-stbk-td-2811td3,,,,,,,,,,4XL,,M,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050744,,,,0,0
'1000000497164529','1000011308744821',pjs-stbk-td-2811td3,,,,,,,,,,4XL,,L,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050745,,,,0,0
'1000000497164529','1000011308744822',pjs-stbk-td-2811td3,,,,,,,,,,4XL,,XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050746,,,,0,0
'1000000497164529','1000011308744823',pjs-stbk-td-2811td3,,,,,,,,,,4XL,,2XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050747,,,,0,0
'1000000497164529','1000011308744824',pjs-stbk-td-2811td3,,,,,,,,,,4XL,,3XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050748,,,,0,0
'1000000497164529','1000011308744825',pjs-stbk-td-2811td3,,,,,,,,,,4XL,,4XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050749,,,,0,0
'1000000497164529','1000011308744826',pjs-stbk-td-2811td3,,,,,,,,,,4XL,,5XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050750,,,,0,0
'1000000497164529','1000011308744827',pjs-stbk-td-2811td3,,,,,,,,,,5XL,,S,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050751,,,,0,0
'1000000497164529','1000011308744828',pjs-stbk-td-2811td3,,,,,,,,,,5XL,,M,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050752,,,,0,0
'1000000497164529','1000011308744829',pjs-stbk-td-2811td3,,,,,,,,,,5XL,,L,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050753,,,,0,0
'1000000497164529','1000011308744830',pjs-stbk-td-2811td3,,,,,,,,,,5XL,,XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050754,,,,0,0
'1000000497164529','1000011308744831',pjs-stbk-td-2811td3,,,,,,,,,,5XL,,2XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050755,,,,0,0
'1000000497164529','1000011308744832',pjs-stbk-td-2811td3,,,,,,,,,,5XL,,3XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050756,,,,0,0
'1000000497164529','1000011308744833',pjs-stbk-td-2811td3,,,,,,,,,,5XL,,4XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050757,,,,0,0
'1000000497164529','1000011308744834',pjs-stbk-td-2811td3,,,,,,,,,,5XL,,5XL,,,PJS-STBK-TD-2811TD3,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190050758,,,,0,0
'1000000497164530','1000011308744835',pjs-stbk-hd-2811d6,PREMIUM STBK PAJAMAS SET HD,"<div class=""is-uppercase pointer flex items-center"">
<p><strong>DESCRIPTION</strong></p>
<p>LIGHTWEIGHT AND BREATHABLE PAJAMAS, CAN BE USED AS HOME WEAR IN THE BEDROOM, LIVING ROOM LIGHTS IN MULTIPLE SCENES, THE FABRIC IS SOFT AND SKIN-FRIENDLY</p>
<p>FABRIC:BRUSH(88% POLYESTER AND 12% SPANDEX)<br/>REGULAR FIT<br/>CREW NECK, LONG SLEEVES, TWO-PIECE SUIT, THERE IS TIGHTENING OF THE CUFFS AND THE FOOT MOUTH<br/>FABRIC WEIGHT:210 G/M²<br/>STITCH COLOR: BLACK OR WHITE, AUTOMATICALLY MATCHED BASED ON PATTERNS.<br/>AVERAGE PRODUCTION TIME: 2-4 BUSINESS DAYS<br/>CARE INSTRUCTION: MACHINE WASH COLD WITH SIMILAR COLORS, DO NOT BLEACH, TUMBLE DRY LOW, DO NOT IRON, DO NOT DRY CLEAN.<br/>THIS PRODUCT IS MADE ON DEMAND, WITH NO MINIMUM ORDER QUANTITY.<br/>MULTIPLE SHIPPING METHODS AVAILABLE, AND FEES VARY DEPENDING ON THE LOCATION AND THE SHIPPING METHOD SELECTED.<br/>NOTICE: A VARIETY OF FACTORS MAY CAUSE SLIGHT DIFFERENCES BETWEEN THE ACTUAL PRODUCT AND THE MOCK-UP, INCLUDING BUT NOT LIMITED TO COLORS AND PRECISION OF ELEMENTS POSITION.</p>
</div>
<div class=""toggle_content mt12"">
<div class=""product__description-html"">
<p><strong>Size T-Shirt for Adults</strong></p>
<p><img src=""https://img.shopbase.com/files/10285049/2022/11/01/166728224592d9300e93.png"" alt=""""/></p>
<p><strong>Size Pants for Adults</strong></p>
<p><strong><img src=""https://img.thesitebase.net/files/10285049/2022/10/24/16666057411b3f6f8bdb.jpeg"" alt=""""/></strong></p>
</div>
</div>",,,"stbk,track-id-1000000492382963",TRUE,,[],Size for Shirt,S,Size for Pants,S,,,PJS-STBK-HD-2811D6,0,,,deny,manual,39.95,54.95,true,TRUE,,https://img.btdmp.com/10489/10489248/products/origin/1701170015550.png,1,,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,track-id-1000011190269511,,,,,
'1000000497164530','1000011308744836',pjs-stbk-hd-2811d6,,,,,,,,,,S,,M,,,PJS-STBK-HD-2811D6,0,,,deny,manual,39.95,54.95,true,TRUE,,https://img.btdmp.com/10489/10489248/products/origin/1701170015528.png,2,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190269512,,,,0,0
'1000000497164530','1000011308744837',pjs-stbk-hd-2811d6,,,,,,,,,,S,,L,,,PJS-STBK-HD-2811D6,0,,,deny,manual,39.95,54.95,true,TRUE,,https://img.btdmp.com/10489/10489248/products/origin/1701170015539.png,3,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190269513,,,,0,0
'1000000497164530','1000011308744838',pjs-stbk-hd-2811d6,,,,,,,,,,S,,XL,,,PJS-STBK-HD-2811D6,0,,,deny,manual,39.95,54.95,true,TRUE,,https://img.btdmp.com/10489/10489248/products/origin/1701170015517.png,4,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190269515,,,,0,0
'1000000497164530','1000011308744839',pjs-stbk-hd-2811d6,,,,,,,,,,S,,2XL,,,PJS-STBK-HD-2811D6,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190269516,,,,0,0
'1000000497164530','1000011308744840',pjs-stbk-hd-2811d6,,,,,,,,,,S,,3XL,,,PJS-STBK-HD-2811D6,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190269518,,,,0,0
'1000000497164530','1000011308744841',pjs-stbk-hd-2811d6,,,,,,,,,,S,,4XL,,,PJS-STBK-HD-2811D6,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190269520,,,,0,0
'1000000497164530','1000011308744842',pjs-stbk-hd-2811d6,,,,,,,,,,S,,5XL,,,PJS-STBK-HD-2811D6,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190269522,,,,0,0
'1000000497164530','1000011308744843',pjs-stbk-hd-2811d6,,,,,,,,,,M,,S,,,PJS-STBK-HD-2811D6,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190269524,,,,0,0
'1000000497164530','1000011308744844',pjs-stbk-hd-2811d6,,,,,,,,,,M,,M,,,PJS-STBK-HD-2811D6,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190269525,,,,0,0
'1000000497164530','1000011308744845',pjs-stbk-hd-2811d6,,,,,,,,,,M,,L,,,PJS-STBK-HD-2811D6,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190269526,,,,0,0
'1000000497164530','1000011308744846',pjs-stbk-hd-2811d6,,,,,,,,,,M,,XL,,,PJS-STBK-HD-2811D6,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190269527,,,,0,0
'1000000497164530','1000011308744847',pjs-stbk-hd-2811d6,,,,,,,,,,M,,2XL,,,PJS-STBK-HD-2811D6,0,,,deny,manual,39.95,54.95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,track-id-1000011190269528,,,,0,0
